MarketSymbol,Amount,Price,StopPrice,IsBuy,IsMargin,OrderId,ClientOrderId,ShouldRoundAmount,OrderType,IsPostOnly
DOGE-EUR,38.512889,0.0877,0,False,False,,,True,Limit,,706
DOGE-EUR,43.392505,0.0858,0,False,False,,,True,Limit,,707
DOGE-EUR,43.290043,0.0855,0,False,False,,,True,Limit,,708
DOGE-EUR,43.807248,0.0858,0,False,False,,,True,Limit,,710
ALGO-EUR,5,0.3378,0,False,False,,,True,Limit,,712
ALGO-EUR,5,0.3344,0,True,False,,,True,Limit,,714
DOGE-EUR,44.070513,0.0857,0,False,False,,,True,Limit,,716
ETH-EUR,0.002227,1570.06,0,False,False,,,True,Limit,,718
DOGE-EUR,43.341214,0.0846,0,True,False,,,True,Limit,,721
DOGE-EUR,44.123546,0.0831,0,True,False,,,True,Limit,,722
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,726
DOGE-EUR,43.598890,0.0841,0,True,False,,,True,Limit,,727
DOGE-EUR,43.392505,0.0845,0,True,False,,,True,Limit,,728
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,732
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,733
DOGE-EUR,38.557933,0.0855,0,True,False,,,True,Limit,,734
ETH-EUR,0.002227,1554.36,0,True,False,,,True,Limit,,736
ETH-EUR,0.002766,1566.81,0,True,False,,,True,Limit,,738
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,740
ETH-EUR,0.002766,1566.70,0,True,False,,,True,Limit,,743
ETH-EUR,0.002766,1566.57,0,True,False,,,True,Limit,,744
ALGO-EUR,5,0.3376,0,True,False,,,True,Limit,,746
ETH-EUR,0.002766,1566.40,0,True,False,,,True,Limit,,748
DOGE-EUR,38.467950,0.0866,0,False,False,,,True,Limit,,755
DOGE-EUR,38.467950,0.0870,0,False,False,,,True,Limit,,756
DOGE-EUR,38.467950,0.0874,0,False,False,,,True,Limit,,757
DOGE-EUR,38.467950,0.0883,0,False,False,,,True,Limit,,758
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,760
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,762
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,764
ALGO-EUR,5,0.3410,0,False,False,,,True,Limit,,766
DOGE-EUR,38.557933,0.0876,0,False,False,,,True,Limit,,771
DOGE-EUR,38.467950,0.0866,0,False,False,,,True,Limit,,772
DOGE-EUR,38.467950,0.0870,0,False,False,,,True,Limit,,773
DOGE-EUR,38.467950,0.0874,0,False,False,,,True,Limit,,774
ETH-EUR,0.002767,1566.21,0,True,False,,,True,Limit,,777
ETH-EUR,0.002767,1565.99,0,True,False,,,True,Limit,,778
ALGO-EUR,5,0.3376,0,True,False,,,True,Limit,,780
DOGE-EUR,43.341214,0.0854,0,False,False,,,True,Limit,,783
DOGE-EUR,43.392505,0.0858,0,False,False,,,True,Limit,,784
DOGE-EUR,43.392505,0.0845,0,True,False,,,True,Limit,,786
DOGE-EUR,43.392505,0.0845,0,True,False,,,True,Limit,,788
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,790
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,792
DOGE-EUR,38.512889,0.0856,0,True,False,,,True,Limit,,800
DOGE-EUR,38.557933,0.0855,0,True,False,,,True,Limit,,801
DOGE-EUR,38.512889,0.0856,0,True,False,,,True,Limit,,802
DOGE-EUR,38.557933,0.0855,0,True,False,,,True,Limit,,803
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,804
DOGE-EUR,38.603083,0.0854,0,True,False,,,True,Limit,,805
DOGE-EUR,38.467950,0.0857,0,True,False,,,True,Limit,,806
DOGE-EUR,38.603083,0.0854,0,True,False,,,True,Limit,,809
DOGE-EUR,38.603083,0.0854,0,True,False,,,True,Limit,,810
DOGE-EUR,38.603083,0.0854,0,True,False,,,True,Limit,,813
DOGE-EUR,38.648339,0.0853,0,True,False,,,True,Limit,,814
DOGE-EUR,38.693701,0.0852,0,True,False,,,True,Limit,,816
DOGE-EUR,38.693701,0.0852,0,True,False,,,True,Limit,,818
DOGE-EUR,38.739169,0.0851,0,True,False,,,True,Limit,,822
DOGE-EUR,38.784745,0.0850,0,True,False,,,True,Limit,,823
DOGE-EUR,38.830428,0.0849,0,True,False,,,True,Limit,,824
ETH-EUR,0.002768,1565.75,0,True,False,,,True,Limit,,826
ALGO-EUR,5,0.3376,0,True,False,,,True,Limit,,828
